codepage;CollationID;name;description
65001;291214;Icelandic_100_CI_AI_WS_SC_UTF8;Icelandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291215;Corsican_100_CI_AI_WS_SC_UTF8;Corsican-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291218;Maori_100_CI_AI_WS_SC_UTF8;Maori-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291219;Polish_100_CI_AI_WS_SC_UTF8;Polish-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291220;Romanian_100_CI_AI_WS_SC_UTF8;Romanian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291221;Cyrillic_General_100_CI_AI_WS_SC_UTF8;Cyrillic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291222;Croatian_100_CI_AI_WS_SC_UTF8;Croatian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291223;Slovak_100_CI_AI_WS_SC_UTF8;Slovak-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291224;Albanian_100_CI_AI_WS_SC_UTF8;Albanian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291225;Thai_100_CI_AI_WS_SC_UTF8;Thai-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291226;Turkish_100_CI_AI_WS_SC_UTF8;Turkish-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291227;Ukrainian_100_CI_AI_WS_SC_UTF8;Ukrainian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291228;Slovenian_100_CI_AI_WS_SC_UTF8;Slovenian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291229;Estonian_100_CI_AI_WS_SC_UTF8;Estonian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291230;Latvian_100_CI_AI_WS_SC_UTF8;Latvian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291231;Lithuanian_100_CI_AI_WS_SC_UTF8;Lithuanian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291232;Vietnamese_100_CI_AI_WS_SC_UTF8;Vietnamese-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291237;Uighur_100_CI_AI_WS_SC_UTF8;Uighur-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291238;Breton_100_CI_AI_WS_SC_UTF8;Breton-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291240;Modern_Spanish_100_CI_AI_WS_SC_UTF8;Modern-Spanish-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291241;German_PhoneBook_100_CI_AI_WS_SC_UTF8;German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291242;Hungarian_Technical_100_CI_AI_WS_SC_UTF8;Hungarian-Technical-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291245;Georgian_Modern_Sort_100_CI_AI_WS_SC_UTF8;Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291253;Indic_General_100_CI_AI_WS_SC_UTF8;Indic-General-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291255;Kazakh_100_CI_AI_WS_SC_UTF8;Kazakh-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291256;Uzbek_Latin_100_CI_AI_WS_SC_UTF8;Uzbek-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291257;Tatar_100_CI_AI_WS_SC_UTF8;Tatar-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291258;Macedonian_FYROM_100_CI_AI_WS_SC_UTF8;Macedonian-FYROM-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291259;Syriac_100_CI_AI_WS_SC_UTF8;Syriac-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291260;Divehi_100_CI_AI_WS_SC_UTF8;Divehi-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291263;Mohawk_100_CI_AI_WS_SC_UTF8;Mohawk-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291264;Korean_100_CI_AI_WS_SC_UTF8;Korean-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291265;Chinese_Traditional_Stroke_Count_100_CI_AI_WS_SC_UTF8;Chinese-Traditional-Stroke-Count-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291266;Chinese_Traditional_Bopomofo_100_CI_AI_WS_SC_UTF8;Chinese-Traditional-Bopomofo-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291267;Chinese_Simplified_Pinyin_100_CI_AI_WS_SC_UTF8;Chinese-Simplified-Pinyin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291268;Chinese_Simplified_Stroke_Order_100_CI_AI_WS_SC_UTF8;Chinese-Simplified-Stroke-Order-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291269;Chinese_Traditional_Pinyin_100_CI_AI_WS_SC_UTF8;Chinese-Traditional-Pinyin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291270;Chinese_Traditional_Stroke_Order_100_CI_AI_WS_SC_UTF8;Chinese-Traditional-Stroke-Order-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291271;Danish_Greenlandic_100_CI_AI_WS_SC_UTF8;Danish-Greenlandic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291272;Japanese_XJIS_100_CI_AI_WS_SC_UTF8;Japanese-XJIS-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291273;Japanese_Bushu_Kakusu_100_CI_AI_WS_SC_UTF8;Japanese-Bushu-Kakusu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291274;Norwegian_100_CI_AI_WS_SC_UTF8;Norwegian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291275;Romansh_100_CI_AI_WS_SC_UTF8;Romansh-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291276;Serbian_Latin_100_CI_AI_WS_SC_UTF8;Serbian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291277;Serbian_Cyrillic_100_CI_AI_WS_SC_UTF8;Serbian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291278;Bosnian_Latin_100_CI_AI_WS_SC_UTF8;Bosnian-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291279;Bosnian_Cyrillic_100_CI_AI_WS_SC_UTF8;Bosnian-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291280;Urdu_100_CI_AI_WS_SC_UTF8;Urdu-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291281;Persian_100_CI_AI_WS_SC_UTF8;Persian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291282;Mapudungan_100_CI_AI_WS_SC_UTF8;Mapudungan-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291283;Upper_Sorbian_100_CI_AI_WS_SC_UTF8;Upper-Sorbian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291284;Bashkir_100_CI_AI_WS_SC_UTF8;Bashkir-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291285;Maltese_100_CI_AI_WS_SC_UTF8;Maltese-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291286;Sami_Norway_100_CI_AI_WS_SC_UTF8;Sami-Norway-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291287;Sami_Sweden_Finland_100_CI_AI_WS_SC_UTF8;Sami-Sweden-Finland-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291288;Turkmen_100_CI_AI_WS_SC_UTF8;Turkmen-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291289;Bengali_100_CI_AI_WS_SC_UTF8;Bengali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291290;Assamese_100_CI_AI_WS_SC_UTF8;Assamese-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291291;Pashto_100_CI_AI_WS_SC_UTF8;Pashto-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291292;Tibetan_100_CI_AI_WS_SC_UTF8;Tibetan-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291293;Welsh_100_CI_AI_WS_SC_UTF8;Welsh-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291294;Khmer_100_CI_AI_WS_SC_UTF8;Khmer-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291295;Lao_100_CI_AI_WS_SC_UTF8;Lao-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291296;Frisian_100_CI_AI_WS_SC_UTF8;Frisian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291297;Tamazight_100_CI_AI_WS_SC_UTF8;Tamazight-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291298;Nepali_100_CI_AI_WS_SC_UTF8;Nepali-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291299;Azeri_Latin_100_CI_AI_WS_SC_UTF8;Azeri-Latin-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
65001;291300;Azeri_Cyrillic_100_CI_AI_WS_SC_UTF8;Azeri-Cyrillic-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters, UTF8
1256;294913;Arabic_100_CS_AS_KS;Arabic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1256;294914;Dari_100_CS_AS_KS;Dari-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294916;Czech_100_CS_AS_KS;Czech-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294918;Yakut_100_CS_AS_KS;Yakut-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1253;294919;Greek_100_CS_AS_KS;Greek-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294920;Latin1_General_100_CS_AS_KS;Latin1-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294921;Traditional_Spanish_100_CS_AS_KS;Traditional-Spanish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294922;Finnish_Swedish_100_CS_AS_KS;Finnish-Swedish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294923;French_100_CS_AS_KS;French-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1255;294924;Hebrew_100_CS_AS_KS;Hebrew-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294925;Hungarian_100_CS_AS_KS;Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294926;Icelandic_100_CS_AS_KS;Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294927;Corsican_100_CS_AS_KS;Corsican-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;294930;Maori_100_CS_AS_KS;Maori-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294931;Polish_100_CS_AS_KS;Polish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294932;Romanian_100_CS_AS_KS;Romanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294933;Cyrillic_General_100_CS_AS_KS;Cyrillic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294934;Croatian_100_CS_AS_KS;Croatian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294935;Slovak_100_CS_AS_KS;Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294936;Albanian_100_CS_AS_KS;Albanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
874;294937;Thai_100_CS_AS_KS;Thai-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1254;294938;Turkish_100_CS_AS_KS;Turkish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294939;Ukrainian_100_CS_AS_KS;Ukrainian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294940;Slovenian_100_CS_AS_KS;Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1257;294941;Estonian_100_CS_AS_KS;Estonian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1257;294942;Latvian_100_CS_AS_KS;Latvian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1257;294943;Lithuanian_100_CS_AS_KS;Lithuanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1258;294944;Vietnamese_100_CS_AS_KS;Vietnamese-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1256;294949;Uighur_100_CS_AS_KS;Uighur-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294950;Breton_100_CS_AS_KS;Breton-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294952;Modern_Spanish_100_CS_AS_KS;Modern-Spanish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294953;German_PhoneBook_100_CS_AS_KS;German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294954;Hungarian_Technical_100_CS_AS_KS;Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294957;Georgian_Modern_Sort_100_CS_AS_KS;Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;294965;Indic_General_100_CS_AS_KS;Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294967;Kazakh_100_CS_AS_KS;Kazakh-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1254;294968;Uzbek_Latin_100_CS_AS_KS;Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294969;Tatar_100_CS_AS_KS;Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294970;Macedonian_FYROM_100_CS_AS_KS;Macedonian-FYROM-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;294971;Syriac_100_CS_AS_KS;Syriac-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;294972;Divehi_100_CS_AS_KS;Divehi-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294975;Mohawk_100_CS_AS_KS;Mohawk-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
949;294976;Korean_100_CS_AS_KS;Korean-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
950;294977;Chinese_Traditional_Stroke_Count_100_CS_AS_KS;Chinese-Traditional-Stroke-Count-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
950;294978;Chinese_Traditional_Bopomofo_100_CS_AS_KS;Chinese-Traditional-Bopomofo-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
936;294979;Chinese_Simplified_Pinyin_100_CS_AS_KS;Chinese-Simplified-Pinyin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
936;294980;Chinese_Simplified_Stroke_Order_100_CS_AS_KS;Chinese-Simplified-Stroke-Order-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
950;294981;Chinese_Traditional_Pinyin_100_CS_AS_KS;Chinese-Traditional-Pinyin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
950;294982;Chinese_Traditional_Stroke_Order_100_CS_AS_KS;Chinese-Traditional-Stroke-Order-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294983;Danish_Greenlandic_100_CS_AS_KS;Danish-Greenlandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
932;294984;Japanese_XJIS_100_CS_AS_KS;Japanese-XJIS-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
932;294985;Japanese_Bushu_Kakusu_100_CS_AS_KS;Japanese-Bushu-Kakusu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294986;Norwegian_100_CS_AS_KS;Norwegian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294987;Romansh_100_CS_AS_KS;Romansh-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294988;Serbian_Latin_100_CS_AS_KS;Serbian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294989;Serbian_Cyrillic_100_CS_AS_KS;Serbian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;294990;Bosnian_Latin_100_CS_AS_KS;Bosnian-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294991;Bosnian_Cyrillic_100_CS_AS_KS;Bosnian-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1256;294992;Urdu_100_CS_AS_KS;Urdu-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1256;294993;Persian_100_CS_AS_KS;Persian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294994;Mapudungan_100_CS_AS_KS;Mapudungan-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294995;Upper_Sorbian_100_CS_AS_KS;Upper-Sorbian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;294996;Bashkir_100_CS_AS_KS;Bashkir-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;294997;Maltese_100_CS_AS_KS;Maltese-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294998;Sami_Norway_100_CS_AS_KS;Sami-Norway-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;294999;Sami_Sweden_Finland_100_CS_AS_KS;Sami-Sweden-Finland-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1250;295000;Turkmen_100_CS_AS_KS;Turkmen-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295001;Bengali_100_CS_AS_KS;Bengali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295002;Assamese_100_CS_AS_KS;Assamese-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295003;Pashto_100_CS_AS_KS;Pashto-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295004;Tibetan_100_CS_AS_KS;Tibetan-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;295005;Welsh_100_CS_AS_KS;Welsh-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295006;Khmer_100_CS_AS_KS;Khmer-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295007;Lao_100_CS_AS_KS;Lao-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;295008;Frisian_100_CS_AS_KS;Frisian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1252;295009;Tamazight_100_CS_AS_KS;Tamazight-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
0;295010;Nepali_100_CS_AS_KS;Nepali-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1254;295011;Azeri_Latin_100_CS_AS_KS;Azeri-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1251;295012;Azeri_Cyrillic_100_CS_AS_KS;Azeri-Cyrillic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
1256;295169;Arabic_100_CS_AS_KS_SC;Arabic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1256;295170;Dari_100_CS_AS_KS_SC;Dari-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295172;Czech_100_CS_AS_KS_SC;Czech-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295174;Yakut_100_CS_AS_KS_SC;Yakut-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1253;295175;Greek_100_CS_AS_KS_SC;Greek-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295176;Latin1_General_100_CS_AS_KS_SC;Latin1-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295177;Traditional_Spanish_100_CS_AS_KS_SC;Traditional-Spanish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295178;Finnish_Swedish_100_CS_AS_KS_SC;Finnish-Swedish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295179;French_100_CS_AS_KS_SC;French-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1255;295180;Hebrew_100_CS_AS_KS_SC;Hebrew-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295181;Hungarian_100_CS_AS_KS_SC;Hungarian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295182;Icelandic_100_CS_AS_KS_SC;Icelandic-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295183;Corsican_100_CS_AS_KS_SC;Corsican-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
0;295186;Maori_100_CS_AS_KS_SC;Maori-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295187;Polish_100_CS_AS_KS_SC;Polish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295188;Romanian_100_CS_AS_KS_SC;Romanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295189;Cyrillic_General_100_CS_AS_KS_SC;Cyrillic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295190;Croatian_100_CS_AS_KS_SC;Croatian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295191;Slovak_100_CS_AS_KS_SC;Slovak-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295192;Albanian_100_CS_AS_KS_SC;Albanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
874;295193;Thai_100_CS_AS_KS_SC;Thai-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1254;295194;Turkish_100_CS_AS_KS_SC;Turkish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295195;Ukrainian_100_CS_AS_KS_SC;Ukrainian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295196;Slovenian_100_CS_AS_KS_SC;Slovenian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1257;295197;Estonian_100_CS_AS_KS_SC;Estonian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1257;295198;Latvian_100_CS_AS_KS_SC;Latvian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1257;295199;Lithuanian_100_CS_AS_KS_SC;Lithuanian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1258;295200;Vietnamese_100_CS_AS_KS_SC;Vietnamese-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1256;295205;Uighur_100_CS_AS_KS_SC;Uighur-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295206;Breton_100_CS_AS_KS_SC;Breton-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295208;Modern_Spanish_100_CS_AS_KS_SC;Modern-Spanish-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295209;German_PhoneBook_100_CS_AS_KS_SC;German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1250;295210;Hungarian_Technical_100_CS_AS_KS_SC;Hungarian-Technical-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1252;295213;Georgian_Modern_Sort_100_CS_AS_KS_SC;Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
0;295221;Indic_General_100_CS_AS_KS_SC;Indic-General-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295223;Kazakh_100_CS_AS_KS_SC;Kazakh-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1254;295224;Uzbek_Latin_100_CS_AS_KS_SC;Uzbek-Latin-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295225;Tatar_100_CS_AS_KS_SC;Tatar-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
1251;295226;Macedonian_FYROM_100_CS_AS_KS_SC;Macedonian-FYROM-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
